NCR_ID,INSPECTION_ID,SUPPLIER_ID,PART_ID,PLANT_ID,NCR_DATE,SEVERITY,ROOT_CAUSE,DISPOSITION,STATUS
900,6476,3,26330,2,2024-08-05,MAJOR,ESD damage in shipping,USE_AS_IS,CLOSED
901,8141,208,15265,7,2024-12-16,CRITICAL,Material contamination,REWORK,CLOSED
902,5301,3,13574,8,2025-08-14,MINOR,Solder joint defect,SCRAP,CLOSED
903,6087,365,10935,11,2023-12-21,MAJOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
904,5519,1,3106,12,2025-09-29,CRITICAL,Documentation mismatch,SCRAP,CLOSED
905,2706,301,2061,11,2023-01-28,CRITICAL,Material contamination,RETURN,CLOSED
906,5856,2,6006,5,2023-07-29,MAJOR,Documentation mismatch,REWORK,CLOSED
907,4356,3,10091,11,2024-01-28,MINOR,ESD damage in shipping,RETURN,CLOSED
908,2628,482,28849,2,2024-03-10,MINOR,Surface finish degradation,RETURN,CLOSED
909,3611,265,17488,11,2024-04-15,MINOR,Dimensional out-of-spec,REWORK,CLOSED
910,8103,292,68,10,2026-03-16,MAJOR,Unapproved substitution,RETURN,CLOSED
911,2095,2,14466,11,2023-02-23,CRITICAL,Wrong revision shipped,USE_AS_IS,OPEN
912,8536,365,3163,11,2026-01-13,CRITICAL,Documentation mismatch,SCRAP,OPEN
913,5936,373,19116,8,2025-06-03,CRITICAL,Dimensional out-of-spec,REWORK,OPEN
914,9926,480,23683,1,2025-04-08,CRITICAL,ESD damage in shipping,USE_AS_IS,CLOSED
915,2829,82,21435,1,2025-07-14,MINOR,Electrical test failure,USE_AS_IS,CLOSED
916,960,3,7193,8,2023-03-04,MAJOR,ESD damage in shipping,SCRAP,CLOSED
917,5337,119,2447,3,2026-06-13,MINOR,Unapproved substitution,REWORK,CLOSED
918,8443,229,29065,9,2023-08-10,MINOR,Dimensional out-of-spec,SCRAP,CLOSED
919,3980,3,11008,8,2024-03-09,MAJOR,Wrong revision shipped,USE_AS_IS,CLOSED
920,8978,408,27797,3,2025-05-18,MAJOR,Material contamination,SCRAP,CLOSED
921,8286,255,8905,3,2026-02-02,MAJOR,Electrical test failure,RETURN,CLOSED
922,3535,14,6781,3,2024-08-11,MINOR,Documentation mismatch,SCRAP,CLOSED
923,5778,3,21030,7,2024-11-20,MAJOR,Electrical test failure,USE_AS_IS,OPEN
924,8088,2,12066,12,2024-11-20,MAJOR,ESD damage in shipping,RETURN,CLOSED
925,626,1,14137,1,2025-02-10,CRITICAL,Dimensional out-of-spec,SCRAP,CLOSED
926,3245,158,12399,6,2023-01-22,CRITICAL,Electrical test failure,USE_AS_IS,CLOSED
927,5266,345,7729,1,2023-01-21,MAJOR,Material contamination,RETURN,CLOSED
928,8453,2,18012,6,2025-07-23,MINOR,ESD damage in shipping,SCRAP,CLOSED
929,1963,22,22571,3,2026-03-04,MINOR,Unapproved substitution,RETURN,OPEN
930,1826,282,10544,3,2024-02-06,CRITICAL,Surface finish degradation,REWORK,CLOSED
931,4198,244,8787,4,2024-09-15,MAJOR,Dimensional out-of-spec,RETURN,CLOSED
932,5849,274,24373,9,2023-11-29,MAJOR,Documentation mismatch,SCRAP,CLOSED
933,4329,284,18618,5,2025-11-01,MINOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
934,1901,393,3648,4,2024-07-02,MAJOR,Solder joint defect,USE_AS_IS,CLOSED
935,9731,3,1846,1,2023-05-21,MINOR,Cracked substrate from shock,RETURN,CLOSED
936,4452,2,2133,2,2023-12-09,MAJOR,Solder joint defect,REWORK,CLOSED
937,2212,280,25731,6,2025-11-26,CRITICAL,Wrong revision shipped,REWORK,CLOSED
938,5701,55,27936,4,2023-03-19,MINOR,Electrical test failure,RETURN,CLOSED
939,805,399,28532,3,2026-09-15,CRITICAL,Cracked substrate from shock,SCRAP,CLOSED
940,4834,3,12656,10,2023-04-06,CRITICAL,Electrical test failure,REWORK,CLOSED
941,1456,359,3270,11,2023-01-27,MAJOR,Material contamination,SCRAP,CLOSED
942,7252,2,5832,2,2024-03-08,CRITICAL,Surface finish degradation,USE_AS_IS,CLOSED
943,5936,480,17708,11,2026-09-22,CRITICAL,Dimensional out-of-spec,RETURN,CLOSED
944,5075,79,29177,11,2024-04-30,MINOR,Documentation mismatch,REWORK,CLOSED
945,1723,485,11063,10,2026-04-27,CRITICAL,Solder joint defect,SCRAP,CLOSED
946,1254,481,28048,6,2026-08-23,MINOR,Documentation mismatch,USE_AS_IS,CLOSED
947,918,2,19585,6,2026-03-05,MAJOR,Unapproved substitution,REWORK,CLOSED
948,4471,345,20880,5,2026-08-05,MAJOR,Cracked substrate from shock,RETURN,OPEN
949,8562,386,28749,2,2025-09-30,MAJOR,Unapproved substitution,REWORK,CLOSED
950,9411,2,18286,12,2023-05-16,MINOR,Documentation mismatch,RETURN,CLOSED
951,225,151,27147,5,2025-03-15,CRITICAL,Documentation mismatch,USE_AS_IS,OPEN
952,9530,205,9143,1,2023-08-13,CRITICAL,Unapproved substitution,SCRAP,CLOSED
953,4820,460,8149,3,2026-05-04,MINOR,Material contamination,USE_AS_IS,CLOSED
954,2848,419,21949,12,2026-02-15,MAJOR,Cracked substrate from shock,SCRAP,CLOSED
955,6622,17,19418,3,2023-10-28,MINOR,Documentation mismatch,USE_AS_IS,CLOSED
956,5695,281,4306,8,2023-07-19,MINOR,Dimensional out-of-spec,RETURN,CLOSED
957,7508,491,3259,9,2025-07-03,MAJOR,Wrong revision shipped,SCRAP,CLOSED
958,2361,433,14967,9,2026-09-25,CRITICAL,Cracked substrate from shock,USE_AS_IS,CLOSED
959,9420,2,29164,5,2026-06-03,MAJOR,ESD damage in shipping,REWORK,CLOSED
960,5391,414,17297,11,2025-05-18,CRITICAL,Wrong revision shipped,SCRAP,CLOSED
961,2624,117,28891,3,2024-11-17,CRITICAL,Documentation mismatch,REWORK,CLOSED
962,3889,421,14316,6,2025-11-19,MINOR,Wrong revision shipped,REWORK,CLOSED
963,5084,3,29336,6,2025-01-28,CRITICAL,Documentation mismatch,REWORK,CLOSED
964,7476,357,11910,2,2023-07-28,MAJOR,Cracked substrate from shock,REWORK,CLOSED
965,343,442,25033,2,2023-04-08,CRITICAL,Material contamination,SCRAP,CLOSED
966,5577,1,18531,9,2024-12-04,CRITICAL,Cracked substrate from shock,RETURN,CLOSED
967,4333,3,15653,3,2026-08-01,MINOR,Wrong revision shipped,USE_AS_IS,CLOSED
968,3748,78,4990,2,2023-08-03,MINOR,ESD damage in shipping,REWORK,CLOSED
969,4066,286,16917,11,2023-04-27,MAJOR,Material contamination,SCRAP,CLOSED
970,5146,242,1771,12,2025-06-16,MAJOR,Electrical test failure,RETURN,CLOSED
971,4945,41,7274,3,2026-06-04,CRITICAL,Material contamination,RETURN,OPEN
972,3838,468,13929,5,2026-03-14,MAJOR,Cracked substrate from shock,SCRAP,CLOSED
973,1987,3,11391,7,2025-09-21,MAJOR,Wrong revision shipped,USE_AS_IS,CLOSED
974,3961,1,4728,10,2023-11-08,CRITICAL,Cracked substrate from shock,REWORK,CLOSED
975,1113,354,26503,9,2024-01-05,MINOR,Electrical test failure,SCRAP,CLOSED
976,6259,306,5118,1,2026-02-04,MAJOR,Dimensional out-of-spec,RETURN,CLOSED
977,6844,492,8592,5,2023-03-03,MAJOR,Wrong revision shipped,REWORK,CLOSED
978,5399,3,25349,5,2025-02-16,MINOR,Cracked substrate from shock,SCRAP,CLOSED
979,6703,170,21522,10,2026-03-06,CRITICAL,Cracked substrate from shock,USE_AS_IS,CLOSED
980,5544,3,15446,10,2023-05-05,MAJOR,ESD damage in shipping,RETURN,CLOSED
981,9080,102,16372,9,2024-05-25,MAJOR,Electrical test failure,RETURN,CLOSED
982,9305,441,16356,12,2024-04-23,MINOR,Unapproved substitution,REWORK,CLOSED
983,781,1,16568,4,2023-09-26,MAJOR,Unapproved substitution,SCRAP,CLOSED
984,7800,1,5892,7,2025-08-29,CRITICAL,Unapproved substitution,SCRAP,CLOSED
985,9211,377,14836,10,2026-06-30,MAJOR,Material contamination,REWORK,CLOSED
986,6852,375,8840,12,2024-08-17,MINOR,Cracked substrate from shock,SCRAP,CLOSED
987,6011,454,29241,6,2026-03-16,MAJOR,Wrong revision shipped,REWORK,CLOSED
988,4657,89,25240,7,2024-09-22,CRITICAL,Cracked substrate from shock,SCRAP,OPEN
989,234,304,28572,2,2026-03-10,MINOR,Unapproved substitution,REWORK,CLOSED
990,4342,1,10878,5,2025-06-30,MAJOR,Material contamination,RETURN,CLOSED
991,8334,55,5716,2,2025-08-15,MINOR,Unapproved substitution,REWORK,CLOSED
992,1279,52,10614,9,2024-01-21,CRITICAL,ESD damage in shipping,SCRAP,CLOSED
993,3361,108,8662,5,2023-01-08,MAJOR,Material contamination,SCRAP,CLOSED
994,6260,3,19819,7,2025-04-25,MINOR,Solder joint defect,USE_AS_IS,CLOSED
995,2,490,21836,4,2025-06-15,CRITICAL,Solder joint defect,REWORK,CLOSED
996,1869,2,4849,4,2024-03-22,MINOR,Wrong revision shipped,REWORK,CLOSED
997,3119,420,7387,3,2026-09-09,CRITICAL,Documentation mismatch,RETURN,CLOSED
998,14,63,14592,7,2026-01-22,MINOR,Dimensional out-of-spec,RETURN,CLOSED
999,9398,167,1921,7,2025-12-05,CRITICAL,Documentation mismatch,REWORK,CLOSED
1000,556,2,24610,12,2024-07-19,MINOR,Electrical test failure,SCRAP,CLOSED
