SHIPMENT_LINE_ID,SHIPMENT_ID,ORDER_LINE_ID,PO_LINE_ID,QUANTITY
47163,11163,20239,,203.00
47164,11164,,897,268.00
47165,11165,22661,,206.00
47166,11166,,6028,259.00
47167,11167,12362,,262.00
47168,11168,,21416,466.00
47169,11169,2283,,439.00
47170,11170,,16103,379.00
47171,11171,32374,,378.00
47172,11172,,50383,134.00
47173,11173,5881,,269.00
47174,11174,,8589,196.00
47175,11175,4900,,27.00
47176,11176,,7942,49.00
47177,11177,9056,,13.00
47178,11178,,40908,407.00
47179,11179,1011,,275.00
47180,11180,,5476,339.00
47181,11181,28600,,409.00
47182,11182,,44738,406.00
47183,11183,22820,,31.00
47184,11184,,41685,428.00
47185,11185,31289,,104.00
47186,11186,,34177,145.00
47187,11187,7510,,285.00
47188,11188,,43342,53.00
47189,11189,38217,,495.00
47190,11190,,13976,264.00
47191,11191,18389,,218.00
47192,11192,,4620,164.00
47193,11193,20654,,352.00
47194,11194,,57843,219.00
47195,11195,35711,,84.00
47196,11196,,25012,99.00
47197,11197,18972,,194.00
47198,11198,,2014,269.00
47199,11199,21169,,184.00
47200,11200,,28304,228.00
47201,11201,32685,,231.00
47202,11202,,41360,46.00
47203,11203,36781,,53.00
47204,11204,,1888,390.00
47205,11205,38041,,469.00
47206,11206,,51929,487.00
47207,11207,31415,,235.00
47208,11208,,434,272.00
47209,11209,20958,,109.00
47210,11210,,6686,152.00
47211,11211,3631,,93.00
47212,11212,,36304,162.00
47213,11213,27012,,86.00
47214,11214,,40538,485.00
47215,11215,28590,,239.00
47216,11216,,19183,393.00
47217,11217,33929,,479.00
47218,11218,,15776,314.00
47219,11219,18133,,377.00
47220,11220,,12739,394.00
47221,11221,939,,369.00
47222,11222,,24679,18.00
47223,11223,6587,,193.00
47224,11224,,28193,62.00
47225,11225,9578,,334.00
47226,11226,,10281,268.00
47227,11227,35650,,430.00
47228,11228,,19697,472.00
47229,11229,39916,,100.00
47230,11230,,14394,452.00
47231,11231,34430,,70.00
47232,11232,,17510,302.00
47233,11233,15347,,129.00
47234,11234,,17147,157.00
47235,11235,21025,,28.00
47236,11236,,5428,82.00
47237,11237,15243,,134.00
47238,11238,,18292,212.00
47239,11239,29244,,274.00
47240,11240,,32395,157.00
47241,11241,20172,,361.00
47242,11242,,42592,214.00
47243,11243,32213,,11.00
47244,11244,,3823,77.00
47245,11245,29930,,137.00
47246,11246,,3059,89.00
47247,11247,13204,,110.00
47248,11248,,27793,304.00
47249,11249,13306,,483.00
47250,11250,,29105,123.00
47251,11251,8741,,94.00
47252,11252,,36056,189.00
47253,11253,21224,,148.00
47254,11254,,59077,395.00
47255,11255,16088,,169.00
47256,11256,,35631,149.00
47257,11257,3119,,348.00
47258,11258,,793,10.00
47259,11259,7510,,395.00
47260,11260,,45581,462.00
47261,11261,7066,,448.00
47262,11262,,46593,5.00
47263,11263,10712,,302.00
47264,11264,,31811,240.00
47265,11265,3112,,464.00
47266,11266,,46687,104.00
47267,11267,5290,,376.00
47268,11268,,33775,384.00
47269,11269,9982,,91.00
47270,11270,,15047,181.00
47271,11271,19885,,409.00
47272,11272,,17949,6.00
47273,11273,37,,83.00
47274,11274,,28508,275.00
47275,11275,29293,,10.00
47276,11276,,56799,354.00
47277,11277,37246,,47.00
47278,11278,,57715,478.00
47279,11279,15401,,240.00
47280,11280,,24986,271.00
47281,11281,5220,,361.00
47282,11282,,49409,392.00
47283,11283,7173,,257.00
47284,11284,,30740,183.00
47285,11285,10160,,207.00
47286,11286,,24045,103.00
47287,11287,24846,,484.00
47288,11288,,17025,5.00
47289,11289,17957,,46.00
47290,11290,,46276,142.00
47291,11291,30042,,405.00
47292,11292,,13521,306.00
47293,11293,21692,,387.00
47294,11294,,43015,316.00
47295,11295,32707,,110.00
47296,11296,,36216,304.00
47297,11297,37640,,224.00
47298,11298,,6817,97.00
47299,11299,10438,,28.00
47300,11300,,48161,54.00
47301,11301,28406,,208.00
47302,11302,,15522,223.00
47303,11303,2950,,83.00
47304,11304,,30497,65.00
47305,11305,22450,,151.00
47306,11306,,23311,330.00
47307,11307,24933,,447.00
47308,11308,,35008,160.00
47309,11309,39685,,252.00
47310,11310,,54026,366.00
47311,11311,23603,,200.00
47312,11312,,22010,128.00
47313,11313,6287,,61.00
47314,11314,,34652,108.00
47315,11315,18000,,366.00
47316,11316,,8900,346.00
47317,11317,33984,,400.00
47318,11318,,55977,97.00
47319,11319,26399,,457.00
47320,11320,,16187,387.00
47321,11321,17799,,145.00
47322,11322,,53047,425.00
47323,11323,5128,,340.00
47324,11324,,24051,250.00
47325,11325,2384,,329.00
47326,11326,,35827,55.00
47327,11327,17355,,120.00
47328,11328,,19003,28.00
47329,11329,29410,,213.00
47330,11330,,34641,74.00
47331,11331,16599,,65.00
47332,11332,,57831,201.00
47333,11333,28195,,324.00
47334,11334,,4422,411.00
47335,11335,2674,,314.00
47336,11336,,37499,382.00
47337,11337,6017,,482.00
47338,11338,,37553,190.00
47339,11339,3739,,403.00
47340,11340,,34688,193.00
47341,11341,4214,,250.00
47342,11342,,34165,308.00
47343,11343,15115,,229.00
47344,11344,,3395,185.00
47345,11345,16152,,98.00
47346,11346,,16144,283.00
47347,11347,25091,,5.00
47348,11348,,12224,155.00
47349,11349,2956,,372.00
47350,11350,,20878,487.00
47351,11351,38243,,317.00
47352,11352,,6234,245.00
47353,11353,33704,,43.00
47354,11354,,42205,345.00
47355,11355,4202,,55.00
47356,11356,,14614,448.00
47357,11357,23018,,56.00
47358,11358,,23195,418.00
47359,11359,32644,,346.00
47360,11360,,57463,108.00
47361,11361,16931,,341.00
47362,11362,,31385,92.00
47363,11363,17051,,197.00
47364,11364,,58598,153.00
47365,11365,31308,,374.00
47366,11366,,23484,11.00
47367,11367,9276,,468.00
47368,11368,,30798,42.00
47369,11369,37874,,74.00
47370,11370,,9537,490.00
47371,11371,25212,,81.00
47372,11372,,43347,429.00
47373,11373,35650,,435.00
47374,11374,,9151,165.00
47375,11375,6096,,405.00
47376,11376,,34903,261.00
47377,11377,7339,,288.00
47378,11378,,44860,216.00
47379,11379,5737,,116.00
47380,11380,,51144,377.00
47381,11381,4031,,322.00
47382,11382,,17554,214.00
47383,11383,10294,,90.00
47384,11384,,52517,197.00
47385,11385,15260,,300.00
47386,11386,,23260,492.00
47387,11387,9205,,126.00
47388,11388,,42926,273.00
47389,11389,31406,,118.00
47390,11390,,44240,317.00
47391,11391,20944,,331.00
47392,11392,,55753,463.00
47393,11393,22145,,257.00
47394,11394,,31258,321.00
47395,11395,13449,,243.00
47396,11396,,1391,314.00
47397,11397,28900,,84.00
47398,11398,,58932,420.00
47399,11399,33207,,430.00
47400,11400,,43301,184.00
47401,11401,16268,,342.00
47402,11402,,38118,421.00
47403,11403,3951,,233.00
47404,11404,,55700,344.00
47405,11405,22299,,38.00
47406,11406,,27917,409.00
47407,11407,14603,,435.00
47408,11408,,49324,7.00
47409,11409,32202,,377.00
47410,11410,,12899,214.00
47411,11411,19583,,351.00
47412,11412,,36656,489.00
47413,11413,28910,,292.00
47414,11414,,7237,286.00
47415,11415,2898,,457.00
47416,11416,,39830,411.00
47417,11417,32856,,36.00
47418,11418,,54689,453.00
47419,11419,25217,,408.00
47420,11420,,52530,344.00
47421,11421,28688,,184.00
47422,11422,,29388,9.00
47423,11423,28225,,219.00
47424,11424,,30993,283.00
47425,11425,33777,,231.00
47426,11426,,42816,377.00
47427,11427,20909,,335.00
47428,11428,,3199,300.00
47429,11429,20961,,314.00
47430,11430,,43468,343.00
47431,11431,10613,,210.00
47432,11432,,7860,403.00
47433,11433,27024,,229.00
47434,11434,,23760,49.00
47435,11435,17120,,161.00
47436,11436,,37701,200.00
47437,11437,18250,,359.00
47438,11438,,13510,126.00
47439,11439,24725,,332.00
47440,11440,,12779,142.00
47441,11441,10278,,299.00
47442,11442,,18836,463.00
47443,11443,34184,,32.00
47444,11444,,37826,229.00
47445,11445,30371,,499.00
47446,11446,,49184,475.00
47447,11447,37010,,280.00
47448,11448,,24746,448.00
47449,11449,15449,,79.00
47450,11450,,14960,317.00
47451,11451,10430,,60.00
47452,11452,,30121,239.00
47453,11453,20463,,160.00
47454,11454,,56087,95.00
47455,11455,4052,,226.00
47456,11456,,5796,317.00
47457,11457,15677,,37.00
47458,11458,,22369,493.00
47459,11459,22915,,196.00
47460,11460,,28571,81.00
47461,11461,37807,,357.00
47462,11462,,57547,131.00
47463,11463,774,,375.00
47464,11464,,41566,385.00
47465,11465,6800,,181.00
47466,11466,,23462,351.00
47467,11467,27319,,364.00
47468,11468,,13879,99.00
47469,11469,30952,,216.00
47470,11470,,57168,357.00
47471,11471,2527,,40.00
47472,11472,,13818,202.00
47473,11473,3034,,484.00
47474,11474,,44828,151.00
47475,11475,31986,,113.00
47476,11476,,12709,148.00
47477,11477,39942,,497.00
47478,11478,,44806,239.00
47479,11479,36415,,397.00
47480,11480,,22803,368.00
47481,11481,8406,,123.00
47482,11482,,27456,197.00
47483,11483,20010,,109.00
47484,11484,,13884,457.00
47485,11485,10202,,407.00
47486,11486,,45869,312.00
47487,11487,28248,,440.00
47488,11488,,2614,468.00
47489,11489,13564,,189.00
47490,11490,,57344,458.00
47491,11491,22229,,385.00
47492,11492,,36979,483.00
47493,11493,17394,,285.00
47494,11494,,39698,361.00
47495,11495,15088,,188.00
47496,11496,,31174,356.00
47497,11497,38879,,493.00
47498,11498,,3335,252.00
47499,11499,17119,,319.00
47500,11500,,29338,216.00
47501,11501,5705,,52.00
47502,11502,,4284,395.00
47503,11503,37132,,151.00
47504,11504,,42020,453.00
47505,11505,26429,,433.00
47506,11506,,32847,233.00
47507,11507,33913,,126.00
47508,11508,,13650,396.00
47509,11509,14489,,131.00
47510,11510,,12590,176.00
47511,11511,20409,,20.00
47512,11512,,3644,411.00
47513,11513,9251,,312.00
47514,11514,,59409,194.00
47515,11515,25037,,410.00
47516,11516,,5259,332.00
47517,11517,9408,,311.00
47518,11518,,29989,430.00
47519,11519,10271,,152.00
47520,11520,,2005,87.00
47521,11521,24772,,18.00
47522,11522,,13443,206.00
47523,11523,38147,,424.00
47524,11524,,36838,76.00
47525,11525,866,,406.00
47526,11526,,28099,157.00
47527,11527,32143,,229.00
47528,11528,,2837,174.00
47529,11529,11304,,208.00
47530,11530,,9714,290.00
47531,11531,1655,,452.00
47532,11532,,36378,52.00
47533,11533,17213,,201.00
47534,11534,,35292,356.00
47535,11535,5507,,483.00
47536,11536,,49765,175.00
47537,11537,1589,,108.00
47538,11538,,36627,322.00
47539,11539,17285,,397.00
47540,11540,,39456,220.00
47541,11541,27864,,348.00
47542,11542,,13300,456.00
47543,11543,38715,,444.00
47544,11544,,16099,130.00
47545,11545,39083,,280.00
47546,11546,,2186,103.00
47547,11547,7498,,184.00
47548,11548,,26469,124.00
47549,11549,14153,,410.00
47550,11550,,50798,384.00
47551,11551,26657,,345.00
47552,11552,,54593,446.00
47553,11553,33187,,179.00
47554,11554,,45401,274.00
47555,11555,12811,,211.00
47556,11556,,17125,304.00
47557,11557,34415,,31.00
47558,11558,,27908,311.00
47559,11559,24824,,303.00
47560,11560,,53715,208.00
47561,11561,31212,,52.00
47562,11562,,47124,156.00
47563,11563,35149,,279.00
47564,11564,,57358,264.00
47565,11565,37758,,419.00
47566,11566,,32300,413.00
47567,11567,29982,,8.00
47568,11568,,24325,400.00
47569,11569,34115,,459.00
47570,11570,,21224,143.00
47571,11571,5911,,217.00
47572,11572,,59172,287.00
47573,11573,32887,,140.00
47574,11574,,11991,483.00
47575,11575,8166,,381.00
47576,11576,,5002,455.00
47577,11577,38248,,237.00
47578,11578,,1355,494.00
47579,11579,24762,,168.00
47580,11580,,47370,374.00
47581,11581,8091,,222.00
47582,11582,,56814,177.00
47583,11583,35838,,364.00
47584,11584,,54524,473.00
47585,11585,16778,,49.00
47586,11586,,48186,250.00
47587,11587,37369,,114.00
47588,11588,,44535,8.00
47589,11589,9065,,112.00
47590,11590,,55003,481.00
47591,11591,4671,,223.00
47592,11592,,2822,319.00
47593,11593,23815,,96.00
47594,11594,,15750,297.00
47595,11595,32825,,310.00
47596,11596,,44728,420.00
47597,11597,31125,,46.00
47598,11598,,12807,151.00
47599,11599,6692,,326.00
47600,11600,,59520,290.00
47601,11601,37868,,453.00
47602,11602,,35180,408.00
47603,11603,16116,,59.00
47604,11604,,32215,188.00
47605,11605,17705,,164.00
47606,11606,,1913,426.00
47607,11607,35719,,487.00
47608,11608,,21663,228.00
47609,11609,35339,,463.00
47610,11610,,21435,213.00
47611,11611,12137,,9.00
47612,11612,,44242,85.00
47613,11613,1280,,272.00
47614,11614,,48228,283.00
47615,11615,2434,,424.00
47616,11616,,29500,5.00
47617,11617,26257,,477.00
47618,11618,,14618,214.00
47619,11619,28401,,56.00
47620,11620,,34886,118.00
47621,11621,27126,,362.00
47622,11622,,22788,325.00
47623,11623,6531,,88.00
47624,11624,,55993,436.00
47625,11625,32069,,52.00
47626,11626,,53030,357.00
47627,11627,13978,,313.00
47628,11628,,28678,417.00
47629,11629,37982,,466.00
47630,11630,,21859,219.00
47631,11631,31658,,242.00
47632,11632,,37325,21.00
47633,11633,36533,,145.00
47634,11634,,16823,192.00
47635,11635,7005,,248.00
47636,11636,,15556,439.00
47637,11637,29142,,107.00
47638,11638,,30927,61.00
47639,11639,34713,,179.00
47640,11640,,3475,235.00
47641,11641,37734,,126.00
47642,11642,,48489,101.00
47643,11643,14837,,63.00
47644,11644,,29223,133.00
47645,11645,24531,,76.00
47646,11646,,3939,298.00
47647,11647,17796,,242.00
47648,11648,,54219,180.00
47649,11649,20118,,452.00
47650,11650,,7138,383.00
47651,11651,8037,,211.00
47652,11652,,1894,434.00
47653,11653,28083,,29.00
47654,11654,,13144,281.00
47655,11655,15250,,235.00
47656,11656,,19320,288.00
47657,11657,39053,,287.00
47658,11658,,15710,98.00
47659,11659,8868,,355.00
47660,11660,,44107,82.00
47661,11661,9137,,82.00
47662,11662,,10741,347.00
47663,11663,27977,,33.00
47664,11664,,2980,226.00
47665,11665,39808,,217.00
47666,11666,,22423,251.00
47667,11667,25884,,76.00
47668,11668,,2291,185.00
47669,11669,13092,,481.00
47670,11670,,36992,308.00
47671,11671,33972,,245.00
47672,11672,,56829,413.00
47673,11673,33233,,377.00
47674,11674,,25884,263.00
47675,11675,20024,,70.00
47676,11676,,10547,151.00
47677,11677,20437,,217.00
47678,11678,,18803,283.00
47679,11679,39198,,191.00
47680,11680,,30012,384.00
47681,11681,3551,,150.00
47682,11682,,50372,459.00
47683,11683,22844,,379.00
47684,11684,,22863,109.00
47685,11685,5748,,80.00
47686,11686,,3927,494.00
47687,11687,22758,,380.00
47688,11688,,28866,125.00
47689,11689,5190,,103.00
47690,11690,,6733,183.00
47691,11691,32862,,495.00
47692,11692,,7001,338.00
47693,11693,21282,,352.00
47694,11694,,32342,195.00
47695,11695,3765,,373.00
47696,11696,,32113,76.00
47697,11697,7471,,395.00
47698,11698,,37388,377.00
47699,11699,14601,,72.00
47700,11700,,16299,85.00
47701,11701,31204,,225.00
47702,11702,,43286,52.00
47703,11703,13750,,319.00
47704,11704,,19490,98.00
47705,11705,6326,,353.00
47706,11706,,30280,404.00
47707,11707,16450,,242.00
47708,11708,,55834,174.00
47709,11709,5451,,59.00
47710,11710,,59118,332.00
47711,11711,20520,,18.00
47712,11712,,53181,463.00
47713,11713,37114,,467.00
47714,11714,,31176,258.00
47715,11715,8238,,413.00
47716,11716,,44003,454.00
47717,11717,3093,,44.00
47718,11718,,37543,285.00
47719,11719,18712,,280.00
47720,11720,,30427,453.00
47721,11721,15542,,156.00
47722,11722,,44922,306.00
47723,11723,12569,,344.00
47724,11724,,50883,246.00
47725,11725,39029,,298.00
47726,11726,,46358,414.00
47727,11727,35079,,100.00
47728,11728,,31515,412.00
47729,11729,9599,,368.00
47730,11730,,38365,6.00
47731,11731,36795,,407.00
47732,11732,,43212,344.00
47733,11733,169,,102.00
47734,11734,,45828,173.00
47735,11735,38798,,421.00
47736,11736,,39903,420.00
47737,11737,33167,,281.00
47738,11738,,42263,401.00
47739,11739,27988,,159.00
47740,11740,,53840,103.00
47741,11741,3688,,62.00
47742,11742,,48251,22.00
47743,11743,25304,,438.00
47744,11744,,56352,247.00
47745,11745,24623,,202.00
47746,11746,,26821,79.00
47747,11747,23662,,426.00
47748,11748,,25960,261.00
47749,11749,19620,,93.00
47750,11750,,2591,315.00
47751,11751,22519,,163.00
47752,11752,,14293,75.00
47753,11753,23542,,162.00
47754,11754,,38037,228.00
47755,11755,824,,87.00
47756,11756,,56062,24.00
47757,11757,36084,,312.00
47758,11758,,47051,60.00
47759,11759,12460,,116.00
47760,11760,,38031,355.00
47761,11761,30466,,15.00
47762,11762,,7379,332.00
47763,11763,33871,,241.00
47764,11764,,10081,307.00
47765,11765,25744,,470.00
47766,11766,,59564,488.00
47767,11767,35705,,343.00
47768,11768,,37453,10.00
47769,11769,11077,,432.00
47770,11770,,16887,423.00
47771,11771,28226,,251.00
47772,11772,,258,315.00
47773,11773,6016,,308.00
47774,11774,,41316,33.00
47775,11775,8945,,423.00
47776,11776,,11788,70.00
47777,11777,28880,,434.00
47778,11778,,25909,230.00
47779,11779,29841,,221.00
47780,11780,,41832,496.00
47781,11781,36781,,187.00
47782,11782,,34093,135.00
47783,11783,9691,,124.00
47784,11784,,22229,396.00
47785,11785,1725,,319.00
47786,11786,,12646,18.00
47787,11787,16626,,61.00
47788,11788,,6126,102.00
47789,11789,16719,,151.00
47790,11790,,37979,48.00
47791,11791,23965,,247.00
47792,11792,,30086,107.00
47793,11793,12627,,329.00
47794,11794,,52894,222.00
47795,11795,21378,,115.00
47796,11796,,42146,210.00
47797,11797,30502,,450.00
47798,11798,,47068,418.00
47799,11799,17126,,267.00
47800,11800,,27857,158.00
47801,11801,27729,,389.00
47802,11802,,56014,491.00
47803,11803,4890,,259.00
47804,11804,,9674,308.00
47805,11805,33913,,187.00
47806,11806,,17940,178.00
47807,11807,21286,,482.00
47808,11808,,30237,280.00
47809,11809,1783,,128.00
47810,11810,,18869,31.00
47811,11811,29020,,385.00
47812,11812,,54830,279.00
47813,11813,2451,,123.00
47814,11814,,13416,173.00
47815,11815,28323,,168.00
47816,11816,,13645,23.00
47817,11817,23710,,208.00
47818,11818,,54846,194.00
47819,11819,12789,,428.00
47820,11820,,34113,290.00
47821,11821,32867,,399.00
47822,11822,,37331,232.00
47823,11823,4628,,91.00
47824,11824,,52790,476.00
47825,11825,30789,,129.00
47826,11826,,59831,321.00
47827,11827,5617,,441.00
47828,11828,,5484,193.00
47829,11829,21723,,269.00
47830,11830,,57219,448.00
47831,11831,16880,,113.00
47832,11832,,50053,192.00
47833,11833,13511,,192.00
47834,11834,,51270,274.00
47835,11835,26137,,61.00
47836,11836,,4822,487.00
47837,11837,12689,,251.00
47838,11838,,40632,146.00
47839,11839,16621,,136.00
47840,11840,,3306,408.00
47841,11841,18538,,92.00
47842,11842,,57473,61.00
47843,11843,37308,,397.00
47844,11844,,56950,163.00
47845,11845,12179,,492.00
47846,11846,,5457,132.00
47847,11847,23202,,314.00
47848,11848,,15341,211.00
47849,11849,29319,,95.00
47850,11850,,54332,205.00
47851,11851,39530,,354.00
47852,11852,,25731,73.00
47853,11853,31843,,239.00
47854,11854,,7398,305.00
47855,11855,5246,,279.00
47856,11856,,29722,350.00
47857,11857,9936,,187.00
47858,11858,,14232,475.00
47859,11859,14480,,426.00
47860,11860,,15487,425.00
47861,11861,31571,,487.00
47862,11862,,45485,248.00
47863,11863,27114,,164.00
47864,11864,,43439,443.00
47865,11865,37777,,96.00
47866,11866,,3836,48.00
47867,11867,10669,,334.00
47868,11868,,38563,373.00
47869,11869,9828,,19.00
47870,11870,,1608,252.00
47871,11871,36489,,241.00
47872,11872,,16310,30.00
47873,11873,5073,,48.00
47874,11874,,27473,11.00
47875,11875,22145,,367.00
47876,11876,,30255,201.00
47877,11877,9730,,377.00
47878,11878,,20109,135.00
47879,11879,10925,,419.00
47880,11880,,21742,141.00
47881,11881,10012,,36.00
47882,11882,,59398,408.00
47883,11883,9343,,277.00
47884,11884,,36705,100.00
47885,11885,37673,,494.00
47886,11886,,5434,249.00
47887,11887,20308,,119.00
47888,11888,,52273,465.00
47889,11889,25064,,449.00
47890,11890,,52256,378.00
47891,11891,7051,,5.00
47892,11892,,39659,459.00
47893,11893,1178,,333.00
47894,11894,,23855,238.00
47895,11895,39345,,389.00
47896,11896,,28286,168.00
47897,11897,30455,,26.00
47898,11898,,32826,309.00
47899,11899,29519,,157.00
47900,11900,,53707,416.00
47901,11901,34850,,146.00
47902,11902,,50124,274.00
47903,11903,12778,,190.00
47904,11904,,40573,313.00
47905,11905,35620,,215.00
47906,11906,,38450,143.00
47907,11907,33407,,321.00
47908,11908,,42657,267.00
47909,11909,14935,,300.00
47910,11910,,1156,148.00
47911,11911,9576,,117.00
47912,11912,,26315,64.00
47913,11913,4854,,245.00
47914,11914,,31628,97.00
47915,11915,33133,,176.00
47916,11916,,47918,152.00
47917,11917,6298,,220.00
47918,11918,,7918,380.00
47919,11919,5034,,31.00
47920,11920,,22091,85.00
47921,11921,26474,,243.00
47922,11922,,46498,254.00
47923,11923,28014,,272.00
47924,11924,,55125,145.00
47925,11925,32127,,206.00
47926,11926,,39437,235.00
47927,11927,21994,,236.00
47928,11928,,40236,469.00
47929,11929,28840,,218.00
47930,11930,,2016,193.00
47931,11931,29821,,226.00
47932,11932,,34154,263.00
47933,11933,10895,,129.00
47934,11934,,27359,66.00
47935,11935,1512,,299.00
47936,11936,,17186,408.00
47937,11937,567,,9.00
47938,11938,,58548,447.00
47939,11939,30158,,429.00
47940,11940,,50980,99.00
47941,11941,34821,,406.00
47942,11942,,50199,337.00
47943,11943,2645,,99.00
47944,11944,,14980,497.00
47945,11945,4219,,213.00
47946,11946,,30237,262.00
47947,11947,28256,,391.00
47948,11948,,6105,293.00
47949,11949,24896,,197.00
47950,11950,,50880,76.00
47951,11951,35078,,17.00
47952,11952,,8114,47.00
47953,11953,16260,,120.00
47954,11954,,35920,291.00
47955,11955,12022,,113.00
47956,11956,,11737,381.00
47957,11957,36298,,438.00
47958,11958,,10177,388.00
47959,11959,30610,,334.00
47960,11960,,31817,238.00
47961,11961,13260,,467.00
47962,11962,,44430,330.00
47963,11963,37354,,223.00
47964,11964,,20248,466.00
47965,11965,30695,,150.00
47966,11966,,44211,64.00
47967,11967,31867,,322.00
47968,11968,,36724,17.00
47969,11969,28592,,484.00
47970,11970,,27684,69.00
47971,11971,13562,,89.00
47972,11972,,13370,39.00
47973,11973,30023,,60.00
47974,11974,,51257,318.00
47975,11975,22000,,116.00
47976,11976,,17347,443.00
47977,11977,18343,,304.00
47978,11978,,3187,111.00
47979,11979,26321,,420.00
47980,11980,,53871,145.00
47981,11981,20805,,136.00
47982,11982,,56445,383.00
47983,11983,28440,,314.00
47984,11984,,28838,115.00
47985,11985,4723,,303.00
47986,11986,,46312,421.00
47987,11987,380,,415.00
47988,11988,,9331,316.00
47989,11989,8729,,230.00
47990,11990,,49588,70.00
47991,11991,33668,,139.00
47992,11992,,39016,227.00
47993,11993,34851,,216.00
47994,11994,,43200,127.00
47995,11995,27794,,82.00
47996,11996,,37580,7.00
47997,11997,4471,,45.00
47998,11998,,42625,410.00
47999,11999,15141,,117.00
48000,12000,,41680,310.00
48001,12001,20669,,241.00
48002,12002,,32308,169.00
48003,12003,26971,,416.00
48004,12004,,5518,334.00
48005,12005,1390,,443.00
48006,12006,,21217,271.00
48007,12007,21596,,191.00
48008,12008,,16223,294.00
48009,12009,5294,,348.00
48010,12010,,26118,291.00
48011,12011,18050,,320.00
48012,12012,,43376,233.00
48013,12013,14633,,119.00
48014,12014,,5203,443.00
48015,12015,39564,,396.00
48016,12016,,139,150.00
48017,12017,18860,,474.00
48018,12018,,40397,396.00
48019,12019,13802,,74.00
48020,12020,,30508,259.00
48021,12021,5824,,472.00
48022,12022,,53033,208.00
48023,12023,14470,,303.00
48024,12024,,18420,473.00
48025,12025,37649,,295.00
48026,12026,,32941,388.00
48027,12027,3765,,185.00
48028,12028,,24072,326.00
48029,12029,35943,,485.00
48030,12030,,40473,264.00
48031,12031,12141,,34.00
48032,12032,,17131,21.00
48033,12033,38055,,286.00
48034,12034,,30145,425.00
48035,12035,1738,,198.00
48036,12036,,51226,297.00
48037,12037,30895,,16.00
48038,12038,,54093,172.00
48039,12039,10119,,140.00
48040,12040,,24940,406.00
48041,12041,13761,,103.00
48042,12042,,39057,170.00
48043,12043,16119,,318.00
48044,12044,,11728,191.00
48045,12045,22653,,390.00
48046,12046,,5044,300.00
48047,12047,28042,,460.00
48048,12048,,46312,123.00
48049,12049,5254,,304.00
48050,12050,,34959,223.00
48051,12051,19168,,338.00
48052,12052,,31716,39.00
48053,12053,22801,,182.00
48054,12054,,1379,384.00
48055,12055,5127,,35.00
48056,12056,,27059,247.00
48057,12057,25118,,307.00
48058,12058,,1341,214.00
48059,12059,34519,,206.00
48060,12060,,28722,369.00
48061,12061,21823,,23.00
48062,12062,,23586,34.00
48063,12063,24024,,12.00
48064,12064,,42394,219.00
48065,12065,3422,,33.00
48066,12066,,47622,478.00
48067,12067,22655,,190.00
48068,12068,,14030,167.00
48069,12069,27240,,165.00
48070,12070,,10357,303.00
48071,12071,12522,,162.00
48072,12072,,36769,433.00
48073,12073,11985,,182.00
48074,12074,,5264,393.00
48075,12075,16606,,317.00
48076,12076,,54667,110.00
48077,12077,5556,,397.00
48078,12078,,16027,426.00
48079,12079,16358,,473.00
48080,12080,,14751,169.00
48081,12081,12808,,71.00
48082,12082,,27275,96.00
48083,12083,15881,,64.00
48084,12084,,7566,459.00
48085,12085,3774,,284.00
48086,12086,,42746,30.00
48087,12087,29193,,317.00
48088,12088,,49975,425.00
48089,12089,37886,,289.00
48090,12090,,727,159.00
48091,12091,21832,,403.00
48092,12092,,30630,461.00
48093,12093,27406,,360.00
48094,12094,,38502,229.00
48095,12095,38552,,446.00
48096,12096,,23682,276.00
48097,12097,15538,,422.00
48098,12098,,7158,250.00
48099,12099,8718,,245.00
48100,12100,,30078,47.00
48101,12101,38775,,253.00
48102,12102,,44963,438.00
48103,12103,39192,,10.00
48104,12104,,56732,343.00
48105,12105,15230,,82.00
48106,12106,,46937,277.00
48107,12107,8858,,418.00
48108,12108,,53987,139.00
48109,12109,11789,,24.00
48110,12110,,4360,25.00
48111,12111,28928,,495.00
48112,12112,,56489,395.00
48113,12113,33154,,104.00
48114,12114,,42478,457.00
48115,12115,20276,,163.00
48116,12116,,51485,66.00
48117,12117,15554,,234.00
48118,12118,,56406,438.00
48119,12119,10142,,61.00
48120,12120,,56975,162.00
48121,12121,20764,,458.00
48122,12122,,51325,65.00
48123,12123,25688,,62.00
48124,12124,,22145,111.00
48125,12125,35547,,472.00
48126,12126,,1430,352.00
48127,12127,2012,,296.00
48128,12128,,19577,195.00
48129,12129,24539,,176.00
48130,12130,,5975,172.00
48131,12131,29506,,89.00
48132,12132,,23926,191.00
48133,12133,7237,,69.00
48134,12134,,25654,369.00
48135,12135,28803,,396.00
48136,12136,,23663,490.00
48137,12137,15841,,354.00
48138,12138,,45737,38.00
48139,12139,27527,,191.00
48140,12140,,4180,385.00
48141,12141,32812,,77.00
48142,12142,,55547,168.00
48143,12143,11363,,468.00
48144,12144,,22931,230.00
48145,12145,15408,,64.00
48146,12146,,36337,497.00
48147,12147,8020,,446.00
48148,12148,,4143,108.00
48149,12149,10775,,297.00
48150,12150,,42665,336.00
48151,12151,39638,,201.00
48152,12152,,18370,7.00
48153,12153,23366,,330.00
48154,12154,,28404,148.00
48155,12155,20918,,223.00
48156,12156,,25235,224.00
48157,12157,36048,,206.00
48158,12158,,13672,96.00
48159,12159,38624,,237.00
